User_ID,Gender,Device,Country,Family_Member,Age,Time_Consuming_Per_Week,Genre,Satisfaction,Monthly_Income,Join_Date,Last_Payment_Date,Subscription_ID,Monthly_Revenue,Subscription_Method,Monthly_Fee,No_Device,Plan_Duration_Month,Initial_Plan_End_Date,Renewed,Days_Since_Join,Retention_Period,Join_Month,Join_Year,Renewal_Month,Renewal_Year
380,Female,Smart TV,Italy,4,28,3,Dramma,Extremely satisfied,3400,2022-08-05,2023-06-27,1,15,Basic,10,1,1,2022-09-04,True,326,181-365 days,8,2022,6,2023
383,Male,Smart TV,United Kingdom,5,31,4,Action & Adventure,Neutral,4000,2022-06-01,2023-06-27,1,10,Basic,10,1,1,2022-07-01,True,391,>365 days,6,2022,6,2023
386,Male,Tablet,France,1,28,2,Action & Adventure,Neutral,3900,2022-07-11,2023-06-26,1,14,Basic,10,1,1,2022-08-10,True,350,181-365 days,7,2022,6,2023
389,Male,Smart TV,Spain,4,33,2,Horror,Satisfied,4200,2022-08-02,2023-06-26,1,14,Basic,10,1,1,2022-09-01,True,328,181-365 days,8,2022,6,2023
392,Male,Smart TV,Canada,2,32,4,Action & Adventure,Satisfied,4200,2022-06-03,2023-06-28,1,15,Basic,10,1,1,2022-07-03,True,390,>365 days,6,2022,6,2023
395,Female,Laptop,Germany,3,33,4,Comedy,Neutral,3700,2022-06-05,2023-06-26,1,12,Basic,10,1,1,2022-07-05,True,386,>365 days,6,2022,6,2023
397,Female,Smartphone,Brazil,5,35,4,Horror,Extremely satisfied,2300,2022-07-14,2023-06-26,1,11,Basic,10,1,1,2022-08-13,True,347,181-365 days,7,2022,6,2023
400,Male,Laptop,Italy,4,31,4,Horror,Neutral,3500,2022-07-13,2023-06-27,1,14,Basic,10,1,1,2022-08-12,True,349,181-365 days,7,2022,6,2023
402,Male,Smartphone,Canada,3,32,3,Horror,Neutral,3600,2022-07-21,2023-06-26,1,14,Basic,10,1,1,2022-08-20,True,340,181-365 days,7,2022,6,2023
405,Female,Tablet,Germany,4,35,3,Comedy,Satisfied,3800,2022-08-06,2023-06-26,1,13,Basic,10,1,1,2022-09-05,True,324,181-365 days,8,2022,6,2023
407,Female,Tablet,Brazil,5,27,3,Comedy,Neutral,2300,2022-08-26,2023-06-27,1,12,Basic,10,1,1,2022-09-25,True,305,181-365 days,8,2022,6,2023
410,Male,Smart TV,Italy,2,33,3,Action & Adventure,Neutral,3700,2022-09-02,2023-06-25,1,15,Basic,10,1,1,2022-10-02,True,296,181-365 days,9,2022,6,2023
412,Male,Laptop,Canada,3,31,3,Action & Adventure,Neutral,3700,2022-09-03,2023-06-26,1,12,Basic,10,1,1,2022-10-03,True,296,181-365 days,9,2022,6,2023
415,Female,Smartphone,Germany,2,32,3,Comedy,Satisfied,4000,2022-08-23,2023-06-25,1,13,Basic,10,1,1,2022-09-22,True,306,181-365 days,8,2022,6,2023
417,Male,Smart TV,Brazil,1,35,3,Action & Adventure,Extremely satisfied,1700,2022-09-21,2023-06-29,1,14,Basic,10,1,1,2022-10-21,True,281,181-365 days,9,2022,6,2023
420,Male,Laptop,Italy,3,33,2,Horror,Extremely satisfied,3500,2022-11-02,2023-06-28,1,10,Basic,10,1,1,2022-12-02,True,238,181-365 days,11,2022,6,2023
422,Female,Tablet,Canada,5,35,4,Comedy,Satisfied,4100,2022-09-15,2023-06-29,1,14,Basic,10,1,1,2022-10-15,True,287,181-365 days,9,2022,6,2023
425,Male,Tablet,Germany,3,31,2,Horror,Extremely satisfied,3600,2022-10-04,2023-06-27,1,13,Basic,10,1,1,2022-11-03,True,266,181-365 days,10,2022,6,2023
427,Male,Smart TV,Brazil,2,31,4,Horror,Satisfied,1700,2022-11-06,2023-06-26,1,11,Basic,10,1,1,2022-12-06,True,232,181-365 days,11,2022,6,2023
430,Female,Smart TV,Italy,2,35,4,Comedy,Neutral,4000,2022-11-22,2023-06-30,1,14,Basic,10,1,1,2022-12-22,True,220,181-365 days,11,2022,6,2023
432,Female,Smart TV,Canada,2,34,4,Dramma,Satisfied,4000,2022-11-19,2023-06-30,1,12,Basic,10,1,1,2022-12-19,True,223,181-365 days,11,2022,6,2023
435,Female,Smart TV,Germany,3,31,2,Horror,Neutral,3700,2022-10-17,2023-06-28,1,11,Basic,10,1,1,2022-11-16,True,254,181-365 days,10,2022,6,2023
437,Male,Smart TV,Brazil,4,26,2,Action & Adventure,Satisfied,2100,2022-10-23,2023-06-25,1,13,Basic,10,1,1,2022-11-22,True,245,181-365 days,10,2022,6,2023
440,Male,Tablet,Italy,3,32,2,Horror,Neutral,3500,2022-10-10,2023-06-29,1,11,Basic,10,1,1,2022-11-09,True,262,181-365 days,10,2022,6,2023
442,Female,Laptop,Canada,1,30,3,Dramma,Extremely satisfied,4000,2022-07-01,2023-06-27,1,12,Basic,10,1,1,2022-07-31,True,361,181-365 days,7,2022,6,2023
445,Male,Tablet,Germany,2,26,2,Action & Adventure,Neutral,3900,2022-06-24,2023-06-28,1,12,Basic,10,1,1,2022-07-24,True,369,>365 days,6,2022,6,2023
446,Female,Smartphone,France,3,30,4,Horror,Neutral,3600,2022-06-28,2023-06-28,1,14,Basic,10,1,1,2022-07-28,True,365,181-365 days,6,2022,6,2023
447,Female,Laptop,Brazil,3,29,4,Comedy,Extremely satisfied,1700,2022-08-11,2023-06-28,1,15,Basic,10,1,1,2022-09-10,True,321,181-365 days,8,2022,6,2023
450,Male,Laptop,Italy,3,32,4,Horror,Neutral,3500,2022-08-06,2023-06-27,1,14,Basic,10,1,1,2022-09-05,True,325,181-365 days,8,2022,6,2023
451,Female,Laptop,United States,4,33,3,Horror,Satisfied,4200,2022-07-18,2023-06-28,1,12,Basic,10,1,1,2022-08-17,True,345,181-365 days,7,2022,6,2023
455,Female,Smart TV,Germany,5,26,4,Comedy,Satisfied,3900,2022-05-31,2023-06-27,1,11,Basic,10,1,1,2022-06-30,True,392,>365 days,5,2022,6,2023
458,Male,Tablet,Mexico,1,28,4,Horror,Neutral,2200,2022-07-24,2023-06-28,1,10,Basic,10,1,1,2022-08-23,True,339,181-365 days,7,2022,6,2023
461,Male,Smart TV,United States,1,26,4,Action & Adventure,Satisfied,3700,2022-06-16,2023-06-27,1,11,Basic,10,1,1,2022-07-16,True,376,>365 days,6,2022,6,2023
464,Male,Laptop,Australia,1,26,3,Action & Adventure,Extremely satisfied,4100,2022-06-03,2023-06-28,1,13,Basic,10,1,1,2022-07-03,True,390,>365 days,6,2022,6,2023
467,Female,Laptop,Brazil,2,32,4,Dramma,Satisfied,1700,2022-06-22,2023-06-26,1,10,Basic,10,1,1,2022-07-22,True,369,>365 days,6,2022,6,2023
470,Female,Tablet,Italy,5,28,2,Horror,Satisfied,4200,2022-07-03,2023-06-28,1,15,Basic,10,1,1,2022-08-02,True,360,181-365 days,7,2022,6,2023
472,Female,Tablet,Canada,2,26,4,Horror,Satisfied,4000,2022-07-13,2023-06-27,1,10,Basic,10,1,1,2022-08-12,True,349,181-365 days,7,2022,6,2023
475,Female,Smart TV,Germany,3,34,4,Dramma,Extremely satisfied,3800,2022-08-13,2023-06-26,1,11,Basic,10,1,1,2022-09-12,True,317,181-365 days,8,2022,6,2023
477,Male,Laptop,Brazil,5,31,2,Horror,Satisfied,2200,2022-08-24,2023-06-27,1,10,Basic,10,1,1,2022-09-23,True,307,181-365 days,8,2022,6,2023
480,Female,Laptop,Italy,3,28,4,Dramma,Satisfied,3800,2022-09-04,2023-06-27,1,15,Basic,10,1,1,2022-10-04,True,296,181-365 days,9,2022,6,2023
482,Male,Smart TV,Canada,4,32,3,Horror,Neutral,3800,2022-08-27,2023-06-27,1,11,Basic,10,1,1,2022-09-26,True,304,181-365 days,8,2022,6,2023
485,Female,Tablet,Germany,2,34,3,Comedy,Extremely satisfied,3800,2022-09-01,2023-06-28,1,14,Basic,10,1,1,2022-10-01,True,300,181-365 days,9,2022,6,2023
487,Male,Smart TV,Brazil,5,34,4,Action & Adventure,Satisfied,2200,2022-10-05,2023-06-29,1,15,Basic,10,1,1,2022-11-04,True,267,181-365 days,10,2022,6,2023
490,Female,Smart TV,Italy,2,31,3,Comedy,Satisfied,4000,2022-10-18,2023-06-29,1,12,Basic,10,1,1,2022-11-17,True,254,181-365 days,10,2022,6,2023
492,Male,Tablet,Canada,2,26,2,Horror,Extremely satisfied,3800,2022-09-17,2023-06-30,1,10,Basic,10,1,1,2022-10-17,True,286,181-365 days,9,2022,6,2023
495,Male,Smartphone,Germany,5,26,3,Action & Adventure,Extremely satisfied,3500,2022-09-30,2023-06-27,1,13,Basic,10,1,1,2022-10-30,True,270,181-365 days,9,2022,6,2023
497,Male,Smartphone,Brazil,4,30,2,Action & Adventure,Extremely satisfied,2100,2022-11-09,2023-06-29,1,11,Basic,10,1,1,2022-12-09,True,232,181-365 days,11,2022,6,2023
500,Male,Laptop,Italy,2,31,4,Horror,Extremely dissatisfied,3800,2022-11-22,2023-06-30,1,15,Basic,10,1,1,2022-12-22,True,220,181-365 days,11,2022,6,2023
502,Male,Smartphone,Spain,5,35,4,Horror,Neutral,3700,2022-11-21,2023-06-30,1,13,Basic,10,1,1,2022-12-21,True,221,181-365 days,11,2022,6,2023
505,Male,Smartphone,United States,3,32,2,Horror,Neutral,4000,2022-10-21,2023-06-28,1,11,Basic,10,1,1,2022-11-20,True,250,181-365 days,10,2022,6,2023
507,Female,Tablet,Canada,2,32,2,Comedy,Dissatisfied,3800,2022-10-24,2023-06-26,1,15,Basic,10,1,1,2022-11-23,True,245,181-365 days,10,2022,6,2023
510,Female,Tablet,Germany,2,34,2,Comedy,Extremely satisfied,3800,2022-10-06,2023-06-29,1,15,Basic,10,1,1,2022-11-05,True,266,181-365 days,10,2022,6,2023
512,Male,Tablet,Brazil,2,28,2,Horror,Extremely dissatisfied,1700,2022-07-13,2023-06-28,1,15,Basic,10,1,1,2022-08-12,True,350,181-365 days,7,2022,6,2023
515,Female,Laptop,Italy,5,34,3,Comedy,Satisfied,3600,2022-07-01,2023-06-29,1,15,Basic,10,1,1,2022-07-31,True,363,181-365 days,7,2022,6,2023
517,Female,Smart TV,Spain,3,31,4,Horror,Extremely dissatisfied,3900,2022-08-06,2023-06-28,1,12,Basic,10,1,1,2022-09-05,True,326,181-365 days,8,2022,6,2023
520,Male,Smart TV,United States,1,28,4,Action & Adventure,Extremely dissatisfied,3900,2022-08-03,2023-06-28,1,13,Basic,10,1,1,2022-09-02,True,329,181-365 days,8,2022,6,2023
521,Female,Smart TV,United States,1,28,4,Horror,Neutral,3600,2022-06-18,2023-06-28,1,15,Basic,10,1,1,2022-07-18,True,375,>365 days,6,2022,6,2023
522,Female,Tablet,Canada,4,26,3,Comedy,Extremely dissatisfied,3400,2022-06-17,2023-06-27,1,14,Basic,10,1,1,2022-07-17,True,375,>365 days,6,2022,6,2023
525,Male,Tablet,Germany,3,33,3,Horror,Extremely dissatisfied,3700,2022-06-04,2023-06-27,1,14,Basic,10,1,1,2022-07-04,True,388,>365 days,6,2022,6,2023
526,Male,Laptop,France,2,29,2,Horror,Satisfied,3400,2022-06-20,2023-06-28,1,11,Basic,10,1,1,2022-07-20,True,373,>365 days,6,2022,6,2023
530,Female,Smart TV,Italy,1,30,2,Dramma,Dissatisfied,3400,2022-06-22,2023-06-28,1,14,Basic,10,1,1,2022-07-22,True,371,>365 days,6,2022,6,2023
533,Male,Smartphone,United States,4,27,2,Horror,Dissatisfied,4000,2022-06-04,2023-06-27,1,14,Basic,10,1,1,2022-07-04,True,388,>365 days,6,2022,6,2023
536,Male,Smart TV,United States,4,30,2,Action & Adventure,Extremely dissatisfied,3500,2022-06-14,2023-06-29,1,10,Basic,10,1,1,2022-07-14,True,380,>365 days,6,2022,6,2023
539,Female,Tablet,Australia,3,26,2,Comedy,Dissatisfied,3400,2022-07-02,2023-06-29,1,12,Basic,10,1,1,2022-08-01,True,362,181-365 days,7,2022,6,2023
542,Male,Smartphone,Brazil,3,34,2,Horror,Extremely satisfied,2000,2022-07-26,2023-06-27,1,14,Basic,10,1,1,2022-08-25,True,336,181-365 days,7,2022,6,2023
545,Male,Smart TV,Italy,5,35,2,Comedy,Extremely dissatisfied,3800,2022-08-17,2023-06-27,1,14,Basic,10,1,1,2022-09-16,True,314,181-365 days,8,2022,6,2023
547,Male,Tablet,Spain,2,26,3,Dramma,Extremely satisfied,3700,2022-09-05,2023-06-27,1,10,Basic,10,1,1,2022-10-05,True,295,181-365 days,9,2022,6,2023
550,Female,Tablet,United States,2,27,2,Comedy,Neutral,4000,2022-09-06,2023-06-27,1,11,Basic,10,1,1,2022-10-06,True,294,181-365 days,9,2022,6,2023
552,Female,Tablet,Canada,2,28,4,Horror,Extremely satisfied,3700,2022-08-29,2023-06-27,1,13,Basic,10,1,1,2022-09-28,True,302,181-365 days,8,2022,6,2023
555,Female,Smartphone,Germany,5,33,2,Others,Dissatisfied,4100,2022-09-13,2023-06-28,1,11,Basic,10,1,1,2022-10-13,True,288,181-365 days,9,2022,6,2023
557,Male,Smartphone,Brazil,1,32,2,Others,Extremely dissatisfied,2000,2022-10-05,2023-06-29,1,15,Basic,10,1,1,2022-11-04,True,267,181-365 days,10,2022,6,2023
560,Male,Laptop,Italy,5,30,2,Horror,Extremely satisfied,3700,2022-10-14,2023-06-29,1,15,Basic,10,1,1,2022-11-13,True,258,181-365 days,10,2022,6,2023
562,Male,Laptop,Spain,3,34,4,Comedy,Extremely satisfied,3400,2022-09-19,2023-06-30,1,14,Basic,10,1,1,2022-10-19,True,284,181-365 days,9,2022,6,2023
565,Male,Laptop,United States,5,27,4,Comedy,Extremely dissatisfied,3800,2022-09-29,2023-06-27,1,12,Basic,10,1,1,2022-10-29,True,271,181-365 days,9,2022,6,2023
567,Male,Smart TV,Canada,3,31,4,Others,Neutral,3400,2022-11-08,2023-06-29,1,14,Basic,10,1,1,2022-12-08,True,233,181-365 days,11,2022,6,2023
570,Female,Laptop,Germany,5,29,3,Horror,Neutral,3600,2022-11-20,2023-06-30,1,10,Basic,10,1,1,2022-12-20,True,222,181-365 days,11,2022,6,2023
572,Female,Tablet,Brazil,1,33,3,Dramma,Extremely satisfied,1700,2022-11-21,2023-06-30,1,12,Basic,10,1,1,2022-12-21,True,221,181-365 days,11,2022,6,2023
575,Female,Smart TV,Italy,5,30,3,Action & Adventure,Satisfied,3500,2022-10-25,2023-06-28,1,13,Basic,10,1,1,2022-11-24,True,246,181-365 days,10,2022,6,2023
577,Male,Laptop,Spain,1,34,2,Comedy,Satisfied,3900,2022-10-23,2023-06-26,1,15,Basic,10,1,1,2022-11-22,True,246,181-365 days,10,2022,6,2023
580,Female,Tablet,United States,4,44,1,Others,Dissatisfied,4100,2022-08-09,2023-06-29,1,14,Basic,10,1,1,2022-09-08,True,324,181-365 days,8,2022,6,2023
582,Female,Laptop,Canada,4,35,3,Comedy,Dissatisfied,4200,2022-07-16,2023-06-28,1,12,Basic,10,1,1,2022-08-15,True,347,181-365 days,7,2022,6,2023
585,Male,Laptop,Germany,1,45,1,Comedy,Dissatisfied,3600,2022-07-16,2023-06-29,1,14,Basic,10,1,1,2022-08-15,True,348,181-365 days,7,2022,6,2023
587,Male,Smart TV,Brazil,1,43,3,Dramma,Satisfied,2000,2022-08-07,2023-06-28,1,14,Basic,10,1,1,2022-09-06,True,325,181-365 days,8,2022,6,2023
590,Male,Laptop,Italy,1,39,3,Dramma,Dissatisfied,4000,2022-07-29,2023-06-29,1,15,Basic,10,1,1,2022-08-28,True,335,181-365 days,7,2022,6,2023
592,Male,Smartphone,Spain,3,37,3,Comedy,Dissatisfied,3900,2022-06-09,2023-06-29,1,15,Basic,10,1,1,2022-07-09,True,385,>365 days,6,2022,6,2023
595,Male,Laptop,United States,4,45,1,Dramma,Satisfied,4200,2022-06-11,2023-06-28,1,10,Basic,10,1,1,2022-07-11,True,382,>365 days,6,2022,6,2023
596,Female,Smart TV,United States,3,39,2,Dramma,Satisfied,4100,2022-06-18,2023-06-28,1,14,Basic,10,1,1,2022-07-18,True,375,>365 days,6,2022,6,2023
597,Male,Laptop,Canada,2,39,1,Action & Adventure,Neutral,3800,2022-06-27,2023-06-28,1,13,Basic,10,1,1,2022-07-27,True,366,>365 days,6,2022,6,2023
600,Female,Smart TV,Germany,5,38,2,Comedy,Dissatisfied,4200,2022-06-16,2023-06-29,1,14,Basic,10,1,1,2022-07-16,True,378,>365 days,6,2022,6,2023
601,Female,Smart TV,France,1,37,2,Action & Adventure,Neutral,4100,2022-06-05,2023-06-30,1,14,Basic,10,1,1,2022-07-05,True,390,>365 days,6,2022,6,2023
605,Female,Tablet,Italy,5,40,1,Comedy,Neutral,3600,2022-06-10,2023-06-29,1,15,Basic,10,1,1,2022-07-10,True,384,>365 days,6,2022,6,2023
608,Female,Smart TV,United States,2,42,1,Horror,Neutral,3900,2022-06-22,2023-06-28,1,12,Basic,10,1,1,2022-07-22,True,371,>365 days,6,2022,6,2023
611,Female,Smartphone,United States,3,39,3,Horror,Neutral,3400,2022-07-11,2023-06-28,1,15,Basic,10,1,1,2022-08-10,True,352,181-365 days,7,2022,6,2023
614,Male,Smartphone,Australia,1,37,1,Horror,Neutral,3700,2022-08-14,2023-06-28,1,15,Basic,10,1,1,2022-09-13,True,318,181-365 days,8,2022,6,2023
617,Female,Smartphone,Brazil,3,37,3,Dramma,Neutral,1800,2022-09-05,2023-06-28,1,11,Basic,10,1,1,2022-10-05,True,296,181-365 days,9,2022,6,2023
620,Female,Smartphone,Italy,3,42,2,Action & Adventure,Satisfied,4100,2022-09-05,2023-06-27,1,11,Basic,10,1,1,2022-10-05,True,295,181-365 days,9,2022,6,2023
622,Male,Smartphone,Spain,4,41,2,Others,Dissatisfied,3900,2022-08-29,2023-06-28,1,12,Basic,10,1,1,2022-09-28,True,303,181-365 days,8,2022,6,2023
625,Male,Tablet,United States,1,35,4,Comedy,Neutral,3800,2022-09-20,2023-06-28,1,15,Basic,10,1,1,2022-10-20,True,281,181-365 days,9,2022,6,2023
627,Female,Smart TV,Canada,3,41,2,Action & Adventure,Neutral,4100,2022-09-29,2023-06-29,1,11,Basic,10,1,1,2022-10-29,True,273,181-365 days,9,2022,6,2023
630,Female,Smart TV,Germany,3,41,3,Comedy,Dissatisfied,3800,2022-10-06,2023-06-30,1,15,Basic,10,1,1,2022-11-05,True,267,181-365 days,10,2022,6,2023
632,Male,Smartphone,Brazil,2,38,2,Action & Adventure,Dissatisfied,1900,2022-09-23,2023-07-01,1,13,Basic,10,1,1,2022-10-23,True,281,181-365 days,9,2022,7,2023
635,Male,Laptop,Italy,3,43,3,Action & Adventure,Dissatisfied,4100,2022-10-03,2023-06-27,1,13,Basic,10,1,1,2022-11-02,True,267,181-365 days,10,2022,6,2023
637,Female,Tablet,Spain,1,36,2,Others,Satisfied,4100,2022-11-14,2023-06-29,1,12,Basic,10,1,1,2022-12-14,True,227,181-365 days,11,2022,6,2023
640,Female,Laptop,United States,2,36,2,Others,Satisfied,4200,2022-11-20,2023-06-30,1,13,Basic,10,1,1,2022-12-20,True,222,181-365 days,11,2022,6,2023
642,Male,Laptop,Canada,5,41,1,Action & Adventure,Satisfied,3600,2022-11-19,2023-07-01,1,11,Basic,10,1,1,2022-12-19,True,224,181-365 days,11,2022,7,2023
645,Male,Laptop,Germany,4,39,2,Dramma,Satisfied,3900,2022-10-27,2023-06-29,1,13,Basic,10,1,1,2022-11-26,True,245,181-365 days,10,2022,6,2023
647,Male,Smart TV,Brazil,4,45,3,Others,Dissatisfied,1900,2022-10-25,2023-06-28,1,15,Basic,10,1,1,2022-11-24,True,246,181-365 days,10,2022,6,2023
650,Female,Smart TV,Italy,3,36,1,Horror,Satisfied,4100,2022-08-16,2023-06-29,1,15,Basic,10,1,1,2022-09-15,True,317,181-365 days,8,2022,6,2023
652,Female,Smartphone,Spain,2,41,3,Dramma,Neutral,3700,2022-08-15,2023-06-29,1,14,Basic,10,1,1,2022-09-14,True,318,181-365 days,8,2022,6,2023
655,Male,Tablet,United States,2,45,1,Action & Adventure,Neutral,3900,2022-07-26,2023-06-29,1,11,Basic,10,1,1,2022-08-25,True,338,181-365 days,7,2022,6,2023
657,Female,Smart TV,Canada,3,45,2,Action & Adventure,Neutral,4100,2022-08-03,2023-06-29,1,14,Basic,10,1,1,2022-09-02,True,330,181-365 days,8,2022,6,2023
660,Male,Smart TV,Germany,1,37,1,Others,Neutral,3900,2022-06-27,2023-06-29,1,12,Basic,10,1,1,2022-07-27,True,367,>365 days,6,2022,6,2023
662,Male,Tablet,Brazil,4,39,3,Comedy,Satisfied,2400,2022-06-15,2023-06-29,1,15,Basic,10,1,1,2022-07-15,True,379,>365 days,6,2022,6,2023
665,Male,Smartphone,Italy,5,35,4,Dramma,Neutral,4200,2022-06-18,2023-06-28,1,10,Basic,10,1,1,2022-07-18,True,375,>365 days,6,2022,6,2023
667,Female,Smartphone,Spain,2,38,1,Horror,Dissatisfied,3800,2022-06-30,2023-06-30,1,11,Basic,10,1,1,2022-07-30,True,365,181-365 days,6,2022,6,2023
670,Male,Smart TV,United States,1,44,1,Dramma,Satisfied,3500,2022-06-08,2023-06-29,1,10,Basic,10,1,1,2022-07-08,True,386,>365 days,6,2022,6,2023
671,Male,Tablet,United States,2,40,1,Action & Adventure,Dissatisfied,3700,2022-06-08,2023-06-30,1,10,Basic,10,1,1,2022-07-08,True,387,>365 days,6,2022,6,2023
672,Female,Tablet,Canada,2,38,1,Comedy,Neutral,4100,2022-06-09,2023-06-30,1,14,Basic,10,1,1,2022-07-09,True,386,>365 days,6,2022,6,2023
675,Female,Tablet,Germany,2,39,3,Horror,Satisfied,3600,2022-06-11,2023-06-29,1,11,Basic,10,1,1,2022-07-11,True,383,>365 days,6,2022,6,2023
676,Male,Smartphone,France,4,39,1,Others,Neutral,3600,2022-06-13,2023-06-29,1,11,Basic,10,1,1,2022-07-13,True,381,>365 days,6,2022,6,2023
680,Female,Laptop,Italy,4,41,2,Others,Neutral,3600,2022-07-07,2023-06-29,1,15,Basic,10,1,1,2022-08-06,True,357,181-365 days,7,2022,6,2023
683,Male,Smartphone,United States,1,41,3,Comedy,Dissatisfied,3900,2022-08-03,2023-06-29,1,13,Basic,10,1,1,2022-09-02,True,330,181-365 days,8,2022,6,2023
686,Male,Tablet,United States,5,44,1,Horror,Satisfied,4000,2022-08-18,2023-06-28,1,14,Basic,10,1,1,2022-09-17,True,314,181-365 days,8,2022,6,2023
689,Female,Smart TV,Australia,4,40,1,Dramma,Satisfied,3500,2022-09-04,2023-06-29,1,15,Basic,10,1,1,2022-10-04,True,298,181-365 days,9,2022,6,2023
692,Male,Tablet,Brazil,4,36,2,Dramma,Dissatisfied,1900,2022-08-31,2023-06-30,1,15,Basic,10,1,1,2022-09-30,True,303,181-365 days,8,2022,6,2023
695,Male,Laptop,Italy,4,38,2,Horror,Dissatisfied,4000,2022-09-21,2023-06-28,1,13,Basic,10,1,1,2022-10-21,True,280,181-365 days,9,2022,6,2023
697,Male,Smart TV,Spain,5,38,1,Dramma,Satisfied,4200,2022-10-06,2023-06-29,1,12,Basic,10,1,1,2022-11-05,True,266,181-365 days,10,2022,6,2023
700,Female,Laptop,United States,1,45,3,Comedy,Satisfied,4100,2022-10-04,2023-06-30,1,12,Basic,10,1,1,2022-11-03,True,269,181-365 days,10,2022,6,2023
702,Male,Smartphone,Canada,5,39,1,Comedy,Satisfied,4200,2022-09-25,2023-07-01,1,14,Basic,10,1,1,2022-10-25,True,279,181-365 days,9,2022,7,2023
705,Male,Laptop,Germany,4,41,1,Dramma,Satisfied,3400,2022-10-04,2023-06-28,1,13,Basic,10,1,1,2022-11-03,True,267,181-365 days,10,2022,6,2023
707,Male,Smart TV,Brazil,5,39,3,Others,Dissatisfied,2200,2022-10-28,2023-06-30,1,12,Basic,10,1,1,2022-11-27,True,245,181-365 days,10,2022,6,2023
710,Female,Smart TV,Italy,4,36,1,Others,Dissatisfied,3600,2022-11-10,2023-06-30,1,10,Basic,10,1,1,2022-12-10,True,232,181-365 days,11,2022,6,2023
712,Male,Tablet,Spain,1,41,2,Others,Satisfied,4100,2022-11-08,2023-07-01,1,13,Basic,10,1,1,2022-12-08,True,235,181-365 days,11,2022,7,2023
715,Female,Laptop,United States,5,40,2,Horror,Dissatisfied,4200,2022-10-28,2023-06-29,1,12,Basic,10,1,1,2022-11-27,True,244,181-365 days,10,2022,6,2023
717,Female,Tablet,Canada,1,36,1,Dramma,Dissatisfied,3400,2022-10-18,2023-06-29,1,15,Basic,10,1,1,2022-11-17,True,254,181-365 days,10,2022,6,2023
720,Female,Tablet,Germany,1,37,1,Action & Adventure,Dissatisfied,4200,2022-08-23,2023-06-29,1,10,Basic,10,1,1,2022-09-22,True,310,181-365 days,8,2022,6,2023
722,Male,Smartphone,Brazil,2,44,2,Action & Adventure,Extremely satisfied,2200,2022-08-11,2023-06-30,1,13,Basic,10,1,1,2022-09-10,True,323,181-365 days,8,2022,6,2023
725,Female,Tablet,Italy,4,40,3,Comedy,Extremely satisfied,4000,2022-08-01,2023-06-29,1,12,Basic,10,1,1,2022-08-31,True,332,181-365 days,8,2022,6,2023
727,Female,Laptop,Spain,5,38,2,Others,Dissatisfied,4100,2022-08-04,2023-06-29,1,11,Basic,10,1,1,2022-09-03,True,329,181-365 days,8,2022,6,2023
730,Female,Smartphone,United States,1,36,2,Comedy,Extremely satisfied,3500,2022-06-27,2023-06-30,1,12,Basic,10,1,1,2022-07-27,True,368,>365 days,6,2022,6,2023
732,Male,Tablet,Canada,2,35,2,Action & Adventure,Extremely satisfied,4100,2022-06-19,2023-06-29,1,12,Basic,10,1,1,2022-07-19,True,375,>365 days,6,2022,6,2023
735,Male,Laptop,Germany,4,43,3,Others,Dissatisfied,4200,2022-06-24,2023-06-28,1,14,Basic,10,1,1,2022-07-24,True,369,>365 days,6,2022,6,2023
737,Female,Tablet,Brazil,2,42,2,Others,Satisfied,1900,2022-07-02,2023-06-30,1,15,Basic,10,1,1,2022-08-01,True,363,181-365 days,7,2022,6,2023
740,Male,Tablet,Italy,5,41,2,Comedy,Extremely satisfied,3700,2022-06-16,2023-06-29,1,14,Basic,10,1,1,2022-07-16,True,378,>365 days,6,2022,6,2023
742,Male,Smartphone,Spain,3,61,2,Horror,Extremely satisfied,3800,2022-06-10,2023-06-30,1,13,Basic,10,1,1,2022-07-10,True,385,>365 days,6,2022,6,2023
745,Female,Laptop,United States,5,65,2,Horror,Dissatisfied,4200,2022-06-12,2023-06-30,1,11,Basic,10,1,1,2022-07-12,True,383,>365 days,6,2022,6,2023
746,Male,Smartphone,United States,4,70,3,Action & Adventure,Satisfied,3500,2022-06-15,2023-06-30,1,15,Basic,10,1,1,2022-07-15,True,380,>365 days,6,2022,6,2023
747,Male,Smart TV,Canada,3,49,1,Horror,Satisfied,3700,2022-06-25,2023-06-29,1,11,Basic,10,1,1,2022-07-25,True,369,>365 days,6,2022,6,2023
750,Male,Smart TV,Germany,2,64,1,Dramma,Satisfied,3800,2022-07-09,2023-06-29,1,13,Basic,10,1,1,2022-08-08,True,355,181-365 days,7,2022,6,2023
751,Female,Laptop,France,5,63,1,Others,Satisfied,3800,2022-07-18,2023-06-29,1,14,Basic,10,1,1,2022-08-17,True,346,181-365 days,7,2022,6,2023
755,Male,Tablet,Italy,4,52,2,Dramma,Extremely satisfied,3500,2022-08-16,2023-06-30,1,13,Basic,10,1,1,2022-09-15,True,318,181-365 days,8,2022,6,2023
758,Male,Laptop,United States,3,68,3,Dramma,Extremely satisfied,3600,2022-09-04,2023-06-29,1,12,Basic,10,1,1,2022-10-04,True,298,181-365 days,9,2022,6,2023
761,Female,Smart TV,United States,3,56,3,Others,Extremely satisfied,3600,2022-08-31,2023-06-29,1,11,Basic,10,1,1,2022-09-30,True,302,181-365 days,8,2022,6,2023
